year,quarter,nhs_health_board,location,admission_type,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay,pre_post_covid
2017,3,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3205,4906,1.530733229,2538,3955,1.558313633,pre
2017,4,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3434,5665,1.649679674,2585,4143,1.60270793,pre
2018,1,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3476,6686,1.923475259,2540,5046,1.986614173,pre
2018,2,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3286,5934,1.80584297,2440,4107,1.683196721,pre
2018,3,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3502,5179,1.478869218,2625,4155,1.582857143,pre
2018,4,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3464,5726,1.653002309,2470,4196,1.698785425,pre
2019,1,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3169,5473,1.727043231,2270,4257,1.875330396,pre
2019,2,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3246,5941,1.830252619,2310,4166,1.803463203,pre
2019,3,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3397,5693,1.675890492,2450,4519,1.844489796,pre
2019,4,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3324,6249,1.879963899,2352,5100,2.168367347,pre
2020,1,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,2912,5845,2.007211538,1978,4041,2.0429727,post
2020,2,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,1360,3802,2.795588235,907,2959,3.262403528,post
2020,3,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,2652,4551,1.716063348,1856,3281,1.767780172,post
2020,4,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3073,5080,1.653107712,2271,2878,1.267283135,post
2021,1,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,2796,5882,2.103719599,1890,3891,2.058730159,post
2021,2,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3315,6739,2.032880845,2400,3775,1.572916667,post
2021,3,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3080,6395,2.076298701,2150,4813,2.238604651,post
2021,4,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3479,6589,1.893935039,2361,4247,1.798814062,post
2022,1,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3660,6501,1.776229508,2545,4274,1.679371316,post
2022,2,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3144,6320,2.010178117,2419,4930,2.038032245,post
2022,3,Greater Glasgow and Clyde,C206H,All Inpatients and Day cases,3317,6874,2.072354537,2600,3938,1.514615385,post
2017,3,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,14428,27145,1.881411145,13076,10866,0.83098807,pre
2017,4,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,14760,27350,1.85298103,13319,11096,0.833095578,pre
2018,1,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,14513,30908,2.129676841,12878,11185,0.868535487,pre
2018,2,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,14877,29142,1.958862674,13369,10560,0.789887052,pre
2018,3,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,14240,24329,1.708497191,13067,9931,0.760006122,pre
2018,4,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,15213,24742,1.6263721820000001,13513,9527,0.705024791,pre
2019,1,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,15608,29179,1.869490005,13815,10694,0.774086138,pre
2019,2,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,15376,26841,1.74564256,13789,9087,0.659003554,pre
2019,3,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,15333,24146,1.574773365,13832,9709,0.701923077,pre
2019,4,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,16096,29299,1.820265905,14321,11905,0.831296697,pre
2020,1,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,15459,30224,1.955107057,13499,10692,0.792058671,post
2020,2,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,7692,16367,2.127795112,6772,5176,0.764323686,post
2020,3,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,10841,18993,1.751960151,9637,6311,0.654871848,post
2020,4,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,11681,20061,1.717404332,10793,7012,0.649680348,post
2021,1,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,11583,19911,1.718984719,10607,6745,0.63590082,post
2021,2,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,13442,21705,1.614715072,12259,7680,0.626478506,post
2021,3,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,13578,23339,1.718883488,12324,7977,0.647273612,post
2021,4,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,13551,25041,1.847907903,12284,8245,0.671198307,post
2022,1,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,13722,24672,1.797988631,12564,8876,0.70646291,post
2022,2,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,14958,29081,1.944177029,13476,9429,0.699688335,post
2022,3,Greater Glasgow and Clyde,G516H,All Inpatients and Day cases,15518,25586,1.648794948,14272,8862,0.620936099,post
2017,3,Highland,H212H,All Inpatients and Day cases,720,1754,2.436111111,569,1682,2.956063269,pre
2017,4,Highland,H212H,All Inpatients and Day cases,591,2507,4.241962775,484,2601,5.373966942,pre
2018,1,Highland,H212H,All Inpatients and Day cases,582,2668,4.58419244,493,2800,5.679513185,pre
2018,2,Highland,H212H,All Inpatients and Day cases,701,1912,2.727532097,571,2136,3.740805604,pre
2018,3,Highland,H212H,All Inpatients and Day cases,686,2069,3.016034985,569,2529,4.444639719,pre
2018,4,Highland,H212H,All Inpatients and Day cases,635,1835,2.88976378,524,2168,4.13740458,pre
2019,1,Highland,H212H,All Inpatients and Day cases,569,2070,3.637961336,489,2502,5.116564417,pre
2019,2,Highland,H212H,All Inpatients and Day cases,629,2601,4.135135135,538,2795,5.195167286,pre
2019,3,Highland,H212H,All Inpatients and Day cases,709,2508,3.537376587,591,2482,4.199661591,pre
2019,4,Highland,H212H,All Inpatients and Day cases,660,2310,3.5,555,2712,4.886486486,pre
2020,1,Highland,H212H,All Inpatients and Day cases,534,2581,4.833333333,444,2509,5.650900901,post
2020,2,Highland,H212H,All Inpatients and Day cases,346,1547,4.471098266,279,1680,6.021505376,post
2020,3,Highland,H212H,All Inpatients and Day cases,689,2227,3.23222061,580,2671,4.605172414,post
2020,4,Highland,H212H,All Inpatients and Day cases,583,2017,3.459691252,485,2413,4.975257732,post
2021,1,Highland,H212H,All Inpatients and Day cases,586,2554,4.358361775,464,2798,6.030172414,post
2021,2,Highland,H212H,All Inpatients and Day cases,683,2183,3.196193265,557,2202,3.953321364,post
2021,3,Highland,H212H,All Inpatients and Day cases,618,2694,4.359223301,515,3170,6.155339806,post
2021,4,Highland,H212H,All Inpatients and Day cases,604,2705,4.478476821,485,2868,5.913402062,post
2022,1,Highland,H212H,All Inpatients and Day cases,585,3079,5.263247863,475,3380,7.115789474,post
2022,2,Highland,H212H,All Inpatients and Day cases,624,2525,4.046474359,512,3124,6.1015625,post
2022,3,Highland,H212H,All Inpatients and Day cases,633,2155,3.404423381,545,2619,4.805504587,post
2017,3,Highland,H103H,All Inpatients and Day cases,1340,2874,2.144776119,1098,4456,4.058287796,pre
2017,4,Highland,H103H,All Inpatients and Day cases,1350,3075,2.277777778,1100,4009,3.644545455,pre
2018,1,Highland,H103H,All Inpatients and Day cases,1379,3052,2.21319797,1132,4460,3.939929329,pre
2018,2,Highland,H103H,All Inpatients and Day cases,1468,3000,2.04359673,1231,3378,2.744110479,pre
2018,3,Highland,H103H,All Inpatients and Day cases,1383,3189,2.305856833,1166,4864,4.171526587,pre
2018,4,Highland,H103H,All Inpatients and Day cases,1429,2468,1.727081875,1218,3939,3.233990148,pre
2019,1,Highland,H103H,All Inpatients and Day cases,1288,3080,2.391304348,1045,3591,3.436363636,pre
2019,2,Highland,H103H,All Inpatients and Day cases,1213,3113,2.566364386,1056,4561,4.319128788,pre
2019,3,Highland,H103H,All Inpatients and Day cases,1381,3658,2.648805214,1178,4750,4.032258065,pre
2019,4,Highland,H103H,All Inpatients and Day cases,1306,2986,2.286370597,1139,4527,3.974539069,pre
2020,1,Highland,H103H,All Inpatients and Day cases,1199,4210,3.511259383,1028,5922,5.760700389,post
2020,2,Highland,H103H,All Inpatients and Day cases,952,2402,2.523109244,746,4705,6.306970509,post
2020,3,Highland,H103H,All Inpatients and Day cases,1332,2739,2.056306306,1154,3564,3.088388215,post
2020,4,Highland,H103H,All Inpatients and Day cases,1332,3575,2.683933934,1114,4159,3.733393178,post
2021,1,Highland,H103H,All Inpatients and Day cases,1042,3551,3.407869482,857,5271,6.150525088,post
2021,2,Highland,H103H,All Inpatients and Day cases,1148,3118,2.716027875,955,5476,5.734031414,post
2021,3,Highland,H103H,All Inpatients and Day cases,1156,2851,2.466262976,1019,4205,4.126594701,post
2021,4,Highland,H103H,All Inpatients and Day cases,1173,3793,3.233589088,994,5614,5.647887324,post
2022,1,Highland,H103H,All Inpatients and Day cases,997,3591,3.601805416,852,3966,4.654929577,post
2022,2,Highland,H103H,All Inpatients and Day cases,975,3497,3.586666667,855,5665,6.625730994,post
2022,3,Highland,H103H,All Inpatients and Day cases,969,2466,2.544891641,858,3815,4.446386946,post
2017,3,Highland,C121H,All Inpatients and Day cases,707,3009,4.256011315,664,3375,5.082831325,pre
2017,4,Highland,C121H,All Inpatients and Day cases,655,3093,4.722137405,604,3249,5.379139073,pre
2018,1,Highland,C121H,All Inpatients and Day cases,663,3835,5.784313725,631,4522,7.166402536,pre
2018,2,Highland,C121H,All Inpatients and Day cases,747,3754,5.025435074,711,3768,5.299578059,pre
2018,3,Highland,C121H,All Inpatients and Day cases,744,3292,4.424731183,688,4030,5.85755814,pre
2018,4,Highland,C121H,All Inpatients and Day cases,631,4088,6.478605388,585,4657,7.960683761,pre
2019,1,Highland,C121H,All Inpatients and Day cases,687,3691,5.372634643,617,3937,6.380875203,pre
2019,2,Highland,C121H,All Inpatients and Day cases,681,3505,5.146842878,608,4089,6.725328947,pre
2019,3,Highland,C121H,All Inpatients and Day cases,713,3775,5.294530154,604,4065,6.73013245,pre
2019,4,Highland,C121H,All Inpatients and Day cases,753,3168,4.207171315,620,3346,5.396774194,pre
2020,1,Highland,C121H,All Inpatients and Day cases,693,4135,5.966810967,585,4830,8.256410256,post
2020,2,Highland,C121H,All Inpatients and Day cases,494,1878,3.801619433,364,2150,5.906593407,post
2020,3,Highland,C121H,All Inpatients and Day cases,663,2389,3.60331825,535,2644,4.942056075,post
2020,4,Highland,C121H,All Inpatients and Day cases,704,2841,4.035511364,581,3241,5.578313253,post
2021,1,Highland,C121H,All Inpatients and Day cases,681,3033,4.453744493,563,3156,5.605683837,post
2021,2,Highland,C121H,All Inpatients and Day cases,739,2822,3.818673884,604,3431,5.680463576,post
2021,3,Highland,C121H,All Inpatients and Day cases,750,3510,4.68,635,3791,5.97007874,post
2021,4,Highland,C121H,All Inpatients and Day cases,707,3333,4.714285714,585,3874,6.622222222,post
2022,1,Highland,C121H,All Inpatients and Day cases,744,3089,4.15188172,591,3323,5.622673435,post
2022,2,Highland,C121H,All Inpatients and Day cases,811,3117,3.843403206,657,3804,5.789954338,post
2022,3,Highland,C121H,All Inpatients and Day cases,735,3741,5.089795918,623,4083,6.553772071,post
2017,3,Highland,S08000022,All Inpatients and Day cases,15362,41212,2.682723604,11176,46375,4.149516822,pre
2017,4,Highland,S08000022,All Inpatients and Day cases,14944,43647,2.920703961,10669,50721,4.754053801,pre
2018,1,Highland,S08000022,All Inpatients and Day cases,15168,43070,2.839530591,10692,49650,4.64365881,pre
2018,2,Highland,S08000022,All Inpatients and Day cases,16031,40971,2.555735762,11657,47135,4.04349318,pre
2018,3,Highland,S08000022,All Inpatients and Day cases,15860,42399,2.67332913,11523,47308,4.105528074,pre
2018,4,Highland,S08000022,All Inpatients and Day cases,15891,42851,2.6965578,11369,49611,4.36370833,pre
2019,1,Highland,S08000022,All Inpatients and Day cases,15812,41611,2.631608905,11359,47682,4.197728673,pre
2019,2,Highland,S08000022,All Inpatients and Day cases,16137,44250,2.74214538,11686,49824,4.263563238,pre
2019,3,Highland,S08000022,All Inpatients and Day cases,16399,44304,2.701628148,11710,49787,4.251665243,pre
2019,4,Highland,S08000022,All Inpatients and Day cases,16284,43901,2.695959224,11552,50743,4.392572715,pre
2020,1,Highland,S08000022,All Inpatients and Day cases,14549,47345,3.254175545,10269,53603,5.219885091,post
2020,2,Highland,S08000022,All Inpatients and Day cases,10491,29212,2.784481937,6586,37868,5.749772244,post
2020,3,Highland,S08000022,All Inpatients and Day cases,14603,35398,2.424022461,9629,41551,4.315193686,post
2020,4,Highland,S08000022,All Inpatients and Day cases,14644,42524,2.903851407,9568,45140,4.717809365,post
2021,1,Highland,S08000022,All Inpatients and Day cases,13643,42170,3.090962398,8468,45901,5.420524327,post
2021,2,Highland,S08000022,All Inpatients and Day cases,15152,39451,2.603682682,9703,45504,4.689683603,post
2021,3,Highland,S08000022,All Inpatients and Day cases,15067,43174,2.865467578,9835,47006,4.779461108,post
2021,4,Highland,S08000022,All Inpatients and Day cases,14272,46176,3.235426009,9480,49913,5.265084388,post
2022,1,Highland,S08000022,All Inpatients and Day cases,13928,42178,3.02828834,9252,45504,4.918287938,post
2022,2,Highland,S08000022,All Inpatients and Day cases,14411,44782,3.107487336,9509,54081,5.687348827,post
2022,3,Highland,S08000022,All Inpatients and Day cases,14126,41356,2.92765114,9441,47929,5.076686792,post
2017,3,Highland,H202H,All Inpatients and Day cases,12277,31221,2.543047976,8583,36055,4.20074566,pre
2017,4,Highland,H202H,All Inpatients and Day cases,12010,30492,2.538884263,8219,39490,4.804720769,pre
2018,1,Highland,H202H,All Inpatients and Day cases,12099,30222,2.497892388,8071,37554,4.652955024,pre
2018,2,Highland,H202H,All Inpatients and Day cases,12742,28781,2.258750589,8849,37284,4.213357442,pre
2018,3,Highland,H202H,All Inpatients and Day cases,12742,30346,2.381572752,8856,35028,3.955284553,pre
2018,4,Highland,H202H,All Inpatients and Day cases,12913,30820,2.386742043,8827,38276,4.336241079,pre
2019,1,Highland,H202H,All Inpatients and Day cases,12964,29256,2.256710892,8968,37331,4.162689563,pre
2019,2,Highland,H202H,All Inpatients and Day cases,13294,31193,2.346396871,9245,37794,4.088047593,pre
2019,3,Highland,H202H,All Inpatients and Day cases,13224,31508,2.382637629,9025,37928,4.202548476,pre
2019,4,Highland,H202H,All Inpatients and Day cases,13254,33118,2.498717368,8983,39771,4.427362796,pre
2020,1,Highland,H202H,All Inpatients and Day cases,11816,32053,2.712677725,7973,39798,4.991596639,post
2020,2,Highland,H202H,All Inpatients and Day cases,8577,20347,2.372274688,5167,28971,5.606928585,post
2020,3,Highland,H202H,All Inpatients and Day cases,11654,25358,2.175905269,7152,32067,4.48364094,post
2020,4,Highland,H202H,All Inpatients and Day cases,11706,30776,2.629079105,7147,34595,4.840492514,post
2021,1,Highland,H202H,All Inpatients and Day cases,11055,29671,2.683943917,6365,34281,5.385860173,post
2021,2,Highland,H202H,All Inpatients and Day cases,12202,27463,2.250696607,7280,33771,4.638873626,post
2021,3,Highland,H202H,All Inpatients and Day cases,12209,31151,2.551478418,7396,35162,4.754191455,post
2021,4,Highland,H202H,All Inpatients and Day cases,11401,32443,2.845627577,7099,37038,5.217354557,post
2022,1,Highland,H202H,All Inpatients and Day cases,11212,30149,2.688993935,6997,34300,4.9021009,post
2022,2,Highland,H202H,All Inpatients and Day cases,11623,32151,2.766153317,7157,40692,5.685622468,post
2022,3,Highland,H202H,All Inpatients and Day cases,11433,29965,2.620921893,7119,36939,5.18879056,post
2017,3,Lanarkshire,S08000032,All Inpatients and Day cases,45130,101854,2.256902282,30107,105510,3.504500614,pre
2017,4,Lanarkshire,S08000032,All Inpatients and Day cases,45886,102515,2.234123698,30252,104797,3.464134603,pre
2018,1,Lanarkshire,S08000032,All Inpatients and Day cases,46280,104872,2.266032844,29955,106596,3.558537807,pre
2018,2,Lanarkshire,S08000032,All Inpatients and Day cases,45701,98848,2.162928601,30874,102672,3.325516616,pre
2018,3,Lanarkshire,S08000032,All Inpatients and Day cases,45099,98970,2.194505421,30283,100987,3.334775286,pre
2018,4,Lanarkshire,S08000032,All Inpatients and Day cases,47874,105370,2.200985921,31172,106715,3.423424868,pre
2019,1,Lanarkshire,S08000032,All Inpatients and Day cases,50149,102328,2.040479371,32713,105291,3.21862868,pre
2019,2,Lanarkshire,S08000032,All Inpatients and Day cases,48082,99462,2.068591157,31631,100944,3.191299674,pre
2019,3,Lanarkshire,S08000032,All Inpatients and Day cases,48318,104810,2.169170909,31818,106838,3.357784902,pre
2019,4,Lanarkshire,S08000032,All Inpatients and Day cases,49081,107456,2.189360445,31689,111099,3.50591688,pre
2020,1,Lanarkshire,S08000032,All Inpatients and Day cases,44602,105661,2.368974485,28332,111487,3.935020472,post
2020,2,Lanarkshire,S08000032,All Inpatients and Day cases,26995,67339,2.494498981,14790,68612,4.63908046,post
2020,3,Lanarkshire,S08000032,All Inpatients and Day cases,34742,86219,2.481693627,20792,87460,4.206425548,post
2020,4,Lanarkshire,S08000032,All Inpatients and Day cases,36045,94258,2.615009017,22600,96417,4.266238938,post
2021,1,Lanarkshire,S08000032,All Inpatients and Day cases,34912,96313,2.758736251,21782,99236,4.555871821,post
2021,2,Lanarkshire,S08000032,All Inpatients and Day cases,40843,97940,2.397962931,26221,99816,3.806719805,post
2021,3,Lanarkshire,S08000032,All Inpatients and Day cases,40765,101673,2.494124862,24681,102901,4.169239496,post
2021,4,Lanarkshire,S08000032,All Inpatients and Day cases,40133,105034,2.617147983,23973,109418,4.564218079,post
2022,1,Lanarkshire,S08000032,All Inpatients and Day cases,39464,105601,2.675881816,23845,105525,4.42545607,post
2022,2,Lanarkshire,S08000032,All Inpatients and Day cases,40839,106388,2.60505889,24922,112468,4.512799936,post
2022,3,Lanarkshire,S08000032,All Inpatients and Day cases,39682,105036,2.646943198,24763,109669,4.428744498,post
2017,3,Lanarkshire,L302H,All Inpatients and Day cases,12606,37486,2.973663335,8860,39670,4.477426637,pre
2017,4,Lanarkshire,L302H,All Inpatients and Day cases,13088,35982,2.749235941,8891,36915,4.151951412,pre
2018,1,Lanarkshire,L302H,All Inpatients and Day cases,14253,35238,2.472321617,9078,36156,3.982815598,pre
2018,2,Lanarkshire,L302H,All Inpatients and Day cases,13898,35153,2.529356742,9093,35910,3.949191686,pre
2018,3,Lanarkshire,L302H,All Inpatients and Day cases,13565,35574,2.6224843350000002,8976,36480,4.064171123,pre
2018,4,Lanarkshire,L302H,All Inpatients and Day cases,15098,36613,2.425023182,9491,36269,3.821409757,pre
2019,1,Lanarkshire,L302H,All Inpatients and Day cases,15363,34921,2.273058647,9768,36694,3.756552007,pre
2019,2,Lanarkshire,L302H,All Inpatients and Day cases,14439,32661,2.261998753,9231,33637,3.643917235,pre
2019,3,Lanarkshire,L302H,All Inpatients and Day cases,13719,35105,2.558859975,8861,35861,4.047060151,pre
2019,4,Lanarkshire,L302H,All Inpatients and Day cases,14417,37173,2.578414372,9021,38629,4.282119499,pre
2020,1,Lanarkshire,L302H,All Inpatients and Day cases,12854,36003,2.800918002,7970,38560,4.838143036,post
2020,2,Lanarkshire,L302H,All Inpatients and Day cases,6945,18990,2.734341253,3203,20044,6.257883234,post
2020,3,Lanarkshire,L302H,All Inpatients and Day cases,10040,26626,2.651992032,5331,26491,4.969236541,post
2020,4,Lanarkshire,L302H,All Inpatients and Day cases,11229,30430,2.709947457,6405,30297,4.730210773,post
2021,1,Lanarkshire,L302H,All Inpatients and Day cases,10689,29930,2.800074843,6082,31161,5.123479119,post
2021,2,Lanarkshire,L302H,All Inpatients and Day cases,12721,31959,2.512302492,7880,30887,3.919670051,post
2021,3,Lanarkshire,L302H,All Inpatients and Day cases,12152,32367,2.663512179,7215,32658,4.526403326,post
2021,4,Lanarkshire,L302H,All Inpatients and Day cases,12455,34807,2.794620634,7228,35205,4.870641948,post
2022,1,Lanarkshire,L302H,All Inpatients and Day cases,13005,34428,2.647289504,7732,33033,4.272245215,post
2022,2,Lanarkshire,L302H,All Inpatients and Day cases,12563,35580,2.832126085,7789,37033,4.754525613,post
2022,3,Lanarkshire,L302H,All Inpatients and Day cases,12032,33841,2.812583112,7836,35401,4.517738642,post
2017,3,Lanarkshire,L106H,All Inpatients and Day cases,16865,31034,1.840142307,9975,31365,3.144360902,pre
2017,4,Lanarkshire,L106H,All Inpatients and Day cases,17639,32496,1.842281308,10491,32969,3.142598418,pre
2018,1,Lanarkshire,L106H,All Inpatients and Day cases,17695,34417,1.945012715,10563,34394,3.256082552,pre
2018,2,Lanarkshire,L106H,All Inpatients and Day cases,16638,29854,1.794326241,10281,30790,2.994844859,pre
2018,3,Lanarkshire,L106H,All Inpatients and Day cases,16701,29912,1.791030477,10176,29923,2.940546384,pre
2018,4,Lanarkshire,L106H,All Inpatients and Day cases,17870,33771,1.889815333,10625,34019,3.201788235,pre
2019,1,Lanarkshire,L106H,All Inpatients and Day cases,19064,33970,1.781892572,11450,34208,2.987598253,pre
2019,2,Lanarkshire,L106H,All Inpatients and Day cases,18428,32968,1.789016714,11216,31760,2.831669044,pre
2019,3,Lanarkshire,L106H,All Inpatients and Day cases,19028,33326,1.751418962,11469,33458,2.91725521,pre
2019,4,Lanarkshire,L106H,All Inpatients and Day cases,18654,34589,1.854240377,11379,35119,3.086299323,pre
2020,1,Lanarkshire,L106H,All Inpatients and Day cases,17239,33807,1.961076629,10105,34161,3.380603662,post
2020,2,Lanarkshire,L106H,All Inpatients and Day cases,8457,19567,2.313704623,4161,20393,4.90098534,post
2020,3,Lanarkshire,L106H,All Inpatients and Day cases,12065,28729,2.381185247,6941,28415,4.09379052,post
2020,4,Lanarkshire,L106H,All Inpatients and Day cases,13671,31599,2.311389072,8661,31453,3.631566794,post
2021,1,Lanarkshire,L106H,All Inpatients and Day cases,12483,31270,2.505006809,8113,31728,3.910760508,post
2021,2,Lanarkshire,L106H,All Inpatients and Day cases,14481,31139,2.150334922,9464,31234,3.300295858,post
2021,3,Lanarkshire,L106H,All Inpatients and Day cases,14281,32705,2.290105735,8545,31403,3.675014628,post
2021,4,Lanarkshire,L106H,All Inpatients and Day cases,14057,34118,2.427118162,8257,35086,4.249243066,post
2022,1,Lanarkshire,L106H,All Inpatients and Day cases,13892,34098,2.454506191,8020,33559,4.184413965,post
2022,2,Lanarkshire,L106H,All Inpatients and Day cases,14691,33585,2.286093527,8646,35082,4.05759889,post
2022,3,Lanarkshire,L106H,All Inpatients and Day cases,14319,33539,2.342272505,8284,34217,4.130492516,post
2017,3,Lanarkshire,L308H,All Inpatients and Day cases,15659,33334,2.128743853,11272,34475,3.058463449,pre
2017,4,Lanarkshire,L308H,All Inpatients and Day cases,15159,34037,2.245332806,10870,34913,3.211867525,pre
2018,1,Lanarkshire,L308H,All Inpatients and Day cases,14332,35217,2.457228579,10314,36046,3.494861354,pre
2018,2,Lanarkshire,L308H,All Inpatients and Day cases,15165,33841,2.231519947,11500,35972,3.128,pre
2018,3,Lanarkshire,L308H,All Inpatients and Day cases,14833,33484,2.257399043,11131,34584,3.106998473,pre
2018,4,Lanarkshire,L308H,All Inpatients and Day cases,14906,34986,2.347108547,11056,36427,3.294772069,pre
2019,1,Lanarkshire,L308H,All Inpatients and Day cases,15722,33437,2.126765043,11495,34389,2.991648543,pre
2019,2,Lanarkshire,L308H,All Inpatients and Day cases,15215,33833,2.223660861,11184,35547,3.178379828,pre
2019,3,Lanarkshire,L308H,All Inpatients and Day cases,15571,36379,2.336330358,11488,37519,3.265929666,pre
2019,4,Lanarkshire,L308H,All Inpatients and Day cases,16010,35694,2.229481574,11289,37351,3.30861901,pre
2020,1,Lanarkshire,L308H,All Inpatients and Day cases,14509,35851,2.470949066,10257,38766,3.779467681,post
2020,2,Lanarkshire,L308H,All Inpatients and Day cases,11594,28756,2.480248404,7426,28175,3.794101804,post
2020,3,Lanarkshire,L308H,All Inpatients and Day cases,12637,30864,2.442351824,8520,32554,3.820892019,post
2020,4,Lanarkshire,L308H,All Inpatients and Day cases,11145,32223,2.891251682,7534,34667,4.601406955,post
2021,1,Lanarkshire,L308H,All Inpatients and Day cases,11740,35113,2.99088586,7587,36347,4.790694609,post
2021,2,Lanarkshire,L308H,All Inpatients and Day cases,13641,34842,2.554211568,8877,37695,4.246367016,post
2021,3,Lanarkshire,L308H,All Inpatients and Day cases,14332,36601,2.553795702,8921,38840,4.353771999,post
2021,4,Lanarkshire,L308H,All Inpatients and Day cases,13621,36109,2.650980104,8488,39127,4.60968426,post
2022,1,Lanarkshire,L308H,All Inpatients and Day cases,12567,37075,2.950186998,8093,38933,4.810700605,post
2022,2,Lanarkshire,L308H,All Inpatients and Day cases,13585,37223,2.740007361,8487,40353,4.754683634,post
2022,3,Lanarkshire,L308H,All Inpatients and Day cases,13331,37656,2.824694322,8643,40051,4.633923406,post
2017,3,Lothian,S08000024,All Inpatients and Day cases,53776,170775,3.175673163,38839,168575,4.340353768,pre
2017,4,Lothian,S08000024,All Inpatients and Day cases,54657,172477,3.15562508,39111,177379,4.535271407,pre
2018,1,Lothian,S08000024,All Inpatients and Day cases,53700,171599,3.195512104,37950,175364,4.620922266,pre
2018,2,Lothian,S08000024,All Inpatients and Day cases,54103,172284,3.184370552,39291,173022,4.403603879,pre
2018,3,Lothian,S08000024,All Inpatients and Day cases,53701,166373,3.098135975,39026,171057,4.38315482,pre
2018,4,Lothian,S08000024,All Inpatients and Day cases,55427,176212,3.179172605,39916,180407,4.519666299,pre
2019,1,Lothian,S08000024,All Inpatients and Day cases,54686,167994,3.071974546,39059,172301,4.411300853,pre
2019,2,Lothian,S08000024,All Inpatients and Day cases,57120,172526,3.020413165,40551,174220,4.296318217,pre
2019,3,Lothian,S08000024,All Inpatients and Day cases,56320,166062,2.948544034,39945,164254,4.112004006,pre
2019,4,Lothian,S08000024,All Inpatients and Day cases,56545,168455,2.979131665,39526,167504,4.237818145,pre
2020,1,Lothian,S08000024,All Inpatients and Day cases,53197,176467,3.317235934,36737,176918,4.815798786,post
2020,2,Lothian,S08000024,All Inpatients and Day cases,39122,110216,2.817238382,24454,113722,4.650445735,post
2020,3,Lothian,S08000024,All Inpatients and Day cases,48737,135392,2.778012598,31924,131993,4.134600927,post
2020,4,Lothian,S08000024,All Inpatients and Day cases,50108,150429,3.002095474,33408,146199,4.376167385,post
2021,1,Lothian,S08000024,All Inpatients and Day cases,49256,152335,3.092719669,33088,150086,4.5359647,post
2021,2,Lothian,S08000024,All Inpatients and Day cases,53571,152689,2.850217468,36354,148760,4.091984376,post
2021,3,Lothian,S08000024,All Inpatients and Day cases,51905,156369,3.012599942,34723,151341,4.358523169,post
2021,4,Lothian,S08000024,All Inpatients and Day cases,50152,164131,3.27267108,33670,160309,4.761182061,post
2022,1,Lothian,S08000024,All Inpatients and Day cases,49915,162674,3.259020335,33588,155975,4.643771585,post
2022,2,Lothian,S08000024,All Inpatients and Day cases,51552,164643,3.193726723,34606,163444,4.722996012,post
2022,3,Lothian,S08000024,All Inpatients and Day cases,52018,168527,3.239782383,35261,169281,4.80079975,post
2017,3,Lothian,S314H,All Inpatients and Day cases,21827,68299,3.129106153,13312,84671,6.360501803,pre
2017,4,Lothian,S314H,All Inpatients and Day cases,22360,71881,3.214713775,13328,91591,6.87207383,pre
2018,1,Lothian,S314H,All Inpatients and Day cases,22007,71111,3.231290044,12834,89968,7.010129344,pre
2018,2,Lothian,S314H,All Inpatients and Day cases,21646,70700,3.266192368,13169,89987,6.833244741,pre
