Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2021Q3,,S08000022,,S08000022,d,All Inpatients and Day cases,d,19671,56944,2.894819785,,12951,59189,4.570226237,
2021Q4,,S08000022,,S08000022,d,All Inpatients and Day cases,d,19177,60568,3.158366794,,12687,63021,4.967368172,
2022Q1,,S08000022,,S08000022,d,All Inpatients and Day cases,d,19255,57320,2.97688912,,12747,58816,4.61410528,
2022Q2,,S08000022,,S08000022,d,All Inpatients and Day cases,d,19477,59859,3.073317246,,12911,67345,5.216094803,
2022Q3,p,S08000022,,S08000022,d,All Inpatients and Day cases,d,19135,54995,2.874052783,,13164,59821,4.544287451,
2017Q3,,S08000032,,S08000032,d,All Inpatients and Day cases,d,57294,131169,2.289402032,,39505,131227,3.321782053,
2017Q4,,S08000032,,S08000032,d,All Inpatients and Day cases,d,58500,133737,2.286102564,,40064,132498,3.307158546,
2018Q1,,S08000032,,S08000032,d,All Inpatients and Day cases,d,58889,136766,2.322437127,,39604,135610,3.424149076,
2018Q2,,S08000032,,S08000032,d,All Inpatients and Day cases,d,58134,128901,2.217308288,,40504,129370,3.19400553,
2018Q3,,S08000032,,S08000032,d,All Inpatients and Day cases,d,57339,127373,2.221402536,,39630,126263,3.186045925,
2018Q4,,S08000032,,S08000032,d,All Inpatients and Day cases,d,60407,134557,2.227506746,,40926,133436,3.260421248,
2019Q1,,S08000032,,S08000032,d,All Inpatients and Day cases,d,62951,130876,2.079013836,,42825,130537,3.048149445,
2019Q2,,S08000032,,S08000032,d,All Inpatients and Day cases,d,60794,128080,2.106786854,,41340,126425,3.058176101,
2019Q3,,S08000032,,S08000032,d,All Inpatients and Day cases,d,61290,133592,2.179670419,,41786,132153,3.162614273,
2019Q4,,S08000032,,S08000032,d,All Inpatients and Day cases,d,61782,138193,2.236784177,,41373,137520,3.323906896,
2020Q1,,S08000032,,S08000032,d,All Inpatients and Day cases,d,56668,136829,2.414572598,,37387,139108,3.720758552,
2020Q2,,S08000032,,S08000032,d,All Inpatients and Day cases,d,34500,89188,2.58515942,,19818,88408,4.460995055,
2020Q3,,S08000032,,S08000032,d,All Inpatients and Day cases,d,44854,112618,2.51076827,,27713,110697,3.994406957,
2020Q4,,S08000032,,S08000032,d,All Inpatients and Day cases,d,46821,122764,2.621985861,,30188,121171,4.013879687,
2021Q1,,S08000032,,S08000032,d,All Inpatients and Day cases,d,45296,121386,2.679839279,,29020,121243,4.177911785,
2021Q2,,S08000032,,S08000032,d,All Inpatients and Day cases,d,52346,124732,2.382837275,,34532,124071,3.592928298,
2021Q3,,S08000032,,S08000032,d,All Inpatients and Day cases,d,52190,128717,2.466315386,,33180,126254,3.805123568,
2021Q4,,S08000032,,S08000032,d,All Inpatients and Day cases,d,51775,135133,2.610004829,,32629,135275,4.14585185,
2022Q1,,S08000032,,S08000032,d,All Inpatients and Day cases,d,50428,132435,2.626219561,,31906,129969,4.073497148,
2022Q2,,S08000032,,S08000032,d,All Inpatients and Day cases,d,52404,139309,2.658365774,,33389,140687,4.213573333,
2022Q3,p,S08000032,,S08000032,d,All Inpatients and Day cases,d,51846,135413,2.611831192,,33860,137260,4.053750738,
2017Q3,,S08000032,,S12000050,,All Inpatients and Day cases,d,31868,66651,2.091471068,,21097,66387,3.146750723,
2017Q4,,S08000032,,S12000050,,All Inpatients and Day cases,d,32230,68319,2.119733168,,21248,67537,3.178510919,
2018Q1,,S08000032,,S12000050,,All Inpatients and Day cases,d,31693,70463,2.22329852,,20902,69761,3.337527509,
2018Q2,,S08000032,,S12000050,,All Inpatients and Day cases,d,30910,64000,2.070527337,,21188,65437,3.088399094,
2018Q3,,S08000032,,S12000050,,All Inpatients and Day cases,d,30941,62978,2.035422255,,20844,61575,2.954087507,
2018Q4,,S08000032,,S12000050,,All Inpatients and Day cases,d,32537,68927,2.118419031,,21592,68725,3.182891812,
2019Q1,,S08000032,,S12000050,,All Inpatients and Day cases,d,33872,65470,1.932864903,,22610,65021,2.875762937,
2019Q2,,S08000032,,S12000050,,All Inpatients and Day cases,d,32852,67264,2.047485693,,21862,66996,3.064495472,
2019Q3,,S08000032,,S12000050,,All Inpatients and Day cases,d,33302,69041,2.073178788,,22108,67743,3.06418491,
2019Q4,,S08000032,,S12000050,,All Inpatients and Day cases,d,32941,69471,2.108952369,,21681,69236,3.193395139,
2020Q1,,S08000032,,S12000050,,All Inpatients and Day cases,d,30743,69416,2.257944898,,19848,70717,3.562928255,
2020Q2,,S08000032,,S12000050,,All Inpatients and Day cases,d,18306,45399,2.480006555,,10630,43774,4.117968015,
2020Q3,,S08000032,,S12000050,,All Inpatients and Day cases,d,23424,57149,2.439762637,,14583,55833,3.828636083,
2020Q4,,S08000032,,S12000050,,All Inpatients and Day cases,d,24555,63181,2.573040114,,16092,63318,3.934750186,
2021Q1,,S08000032,,S12000050,,All Inpatients and Day cases,d,23751,63824,2.68721317,,15490,62994,4.066752744,
2021Q2,,S08000032,,S12000050,,All Inpatients and Day cases,d,27836,65137,2.340027303,,18462,64917,3.516249594,
2021Q3,,S08000032,,S12000050,,All Inpatients and Day cases,d,28077,66831,2.38027567,,17876,66024,3.693443723,
2021Q4,,S08000032,,S12000050,,All Inpatients and Day cases,d,27556,69237,2.512592539,,17427,69501,3.98812188,
2022Q1,,S08000032,,S12000050,,All Inpatients and Day cases,d,26606,65756,2.4714726,,16840,64990,3.859263658,
2022Q2,,S08000032,,S12000050,,All Inpatients and Day cases,d,28223,71910,2.547921908,,17883,72482,4.053123078,
2022Q3,p,S08000032,,S12000050,,All Inpatients and Day cases,d,28163,68984,2.449454959,,18058,69871,3.869254624,
2017Q3,,S08000032,,S12000029,,All Inpatients and Day cases,d,25426,64518,2.537481318,,18408,64840,3.522381573,
2017Q4,,S08000032,,S12000029,,All Inpatients and Day cases,d,26270,65418,2.490216978,,18816,64961,3.452434099,
2018Q1,,S08000032,,S12000029,,All Inpatients and Day cases,d,27196,66303,2.437968819,,18702,65849,3.520960325,
2018Q2,,S08000032,,S12000029,,All Inpatients and Day cases,d,27224,64901,2.38396268,,19316,63933,3.309846759,
2018Q3,,S08000032,,S12000029,,All Inpatients and Day cases,d,26398,64395,2.439389348,,18786,64688,3.443415309,
2018Q4,,S08000032,,S12000029,,All Inpatients and Day cases,d,27870,65630,2.354861859,,19334,64711,3.347005276,
2019Q1,,S08000032,,S12000029,,All Inpatients and Day cases,d,29079,65406,2.249252038,,20215,65516,3.240959683,
2019Q2,,S08000032,,S12000029,,All Inpatients and Day cases,d,27942,60816,2.176508482,,19478,59429,3.051083273,
2019Q3,,S08000032,,S12000029,,All Inpatients and Day cases,d,27988,64551,2.306381306,,19678,64410,3.273198496,
2019Q4,,S08000032,,S12000029,,All Inpatients and Day cases,d,28841,68722,2.382788392,,19692,68284,3.467601056,
2020Q1,,S08000032,,S12000029,,All Inpatients and Day cases,d,25925,67413,2.600308582,,17539,68391,3.899367125,
2020Q2,,S08000032,,S12000029,,All Inpatients and Day cases,d,16194,43789,2.704026183,,9188,44634,4.857858076,
2020Q3,,S08000032,,S12000029,,All Inpatients and Day cases,d,21430,55469,2.588380775,,13130,54864,4.178522468,
2020Q4,,S08000032,,S12000029,,All Inpatients and Day cases,d,22266,59583,2.675963352,,14096,57853,4.104213961,
2021Q1,,S08000032,,S12000029,,All Inpatients and Day cases,d,21545,57562,2.671710374,,13530,58249,4.305173688,
2021Q2,,S08000032,,S12000029,,All Inpatients and Day cases,d,24510,59595,2.431456548,,16070,59154,3.681020535,
2021Q3,,S08000032,,S12000029,,All Inpatients and Day cases,d,24113,61886,2.566499399,,15304,60230,3.935572399,
2021Q4,,S08000032,,S12000029,,All Inpatients and Day cases,d,24219,65896,2.720839011,,15202,65774,4.326667544,
2022Q1,,S08000032,,S12000029,,All Inpatients and Day cases,d,23822,66679,2.799051297,,15066,64979,4.312956326,
2022Q2,,S08000032,,S12000029,,All Inpatients and Day cases,d,24181,67399,2.787270998,,15506,68205,4.398619889,
2022Q3,p,S08000032,,S12000029,,All Inpatients and Day cases,d,23683,66429,2.804923363,,15802,67389,4.264586761,
2017Q3,,S08000024,,S12000010,,All Inpatients and Day cases,d,6278,20521,3.268716152,,4642,21247,4.57712193,
2017Q4,,S08000024,,S12000010,,All Inpatients and Day cases,d,6513,22514,3.45677875,,4701,26707,5.681131674,
2018Q1,,S08000024,,S12000010,,All Inpatients and Day cases,d,6168,19469,3.156452659,,4444,23392,5.263726373,
2018Q2,,S08000024,,S12000010,,All Inpatients and Day cases,d,6492,19830,3.054528651,,4891,20755,4.243508485,
2018Q3,,S08000024,,S12000010,,All Inpatients and Day cases,d,6451,19694,3.052860022,,4820,20489,4.250829876,
2018Q4,,S08000024,,S12000010,,All Inpatients and Day cases,d,6191,18853,3.045226942,,4609,19085,4.140811456,
2019Q1,,S08000024,,S12000010,,All Inpatients and Day cases,d,6657,20804,3.125131441,,4878,21278,4.36203362,
2019Q2,,S08000024,,S12000010,,All Inpatients and Day cases,d,6574,22110,3.363249163,,4818,23070,4.788293898,
2019Q3,,S08000024,,S12000010,,All Inpatients and Day cases,d,6533,19503,2.985305373,,4717,18289,3.877252491,
2019Q4,,S08000024,,S12000010,,All Inpatients and Day cases,d,6653,19552,2.93882459,,4574,19760,4.320069961,
2020Q1,,S08000024,,S12000010,,All Inpatients and Day cases,d,6106,20020,3.278742221,,4234,19290,4.555975437,
2020Q2,,S08000024,,S12000010,,All Inpatients and Day cases,d,4323,13758,3.182512144,,2760,14097,5.107608696,
2020Q3,,S08000024,,S12000010,,All Inpatients and Day cases,d,5729,17481,3.051317857,,3789,15894,4.194774347,
2020Q4,,S08000024,,S12000010,,All Inpatients and Day cases,d,5766,20438,3.544571627,,3747,20974,5.597544702,
2021Q1,,S08000024,,S12000010,,All Inpatients and Day cases,d,5782,19955,3.451227949,,3813,20947,5.493574613,
2021Q2,,S08000024,,S12000010,,All Inpatients and Day cases,d,6390,19762,3.092644757,,4281,18991,4.436113058,
2021Q3,,S08000024,,S12000010,,All Inpatients and Day cases,d,6342,21799,3.437243772,,4192,22237,5.304627863,
2021Q4,,S08000024,,S12000010,,All Inpatients and Day cases,d,6043,25003,4.13751448,,4059,22811,5.619857108,
2022Q1,,S08000024,,S12000010,,All Inpatients and Day cases,d,6091,21474,3.52552947,,4098,20782,5.07125427,
2022Q2,,S08000024,,S12000010,,All Inpatients and Day cases,d,6383,23329,3.654864484,,4307,25518,5.924773624,
2022Q3,p,S08000024,,S12000010,,All Inpatients and Day cases,d,6517,23037,3.5349087,,4417,24694,5.590672402,
2017Q3,,S08000024,,S12000036,,All Inpatients and Day cases,d,26539,92049,3.468442669,,19528,92069,4.714717329,
2017Q4,,S08000024,,S12000036,,All Inpatients and Day cases,d,26949,89950,3.337786189,,19751,93052,4.711255126,
2018Q1,,S08000024,,S12000036,,All Inpatients and Day cases,d,26174,91084,3.479941927,,19016,93614,4.922907026,
2018Q2,,S08000024,,S12000036,,All Inpatients and Day cases,d,26285,91028,3.463115846,,19757,95435,4.830439844,
2018Q3,,S08000024,,S12000036,,All Inpatients and Day cases,d,25961,89390,3.443241786,,19402,94823,4.887279662,
2018Q4,,S08000024,,S12000036,,All Inpatients and Day cases,d,27278,94952,3.480900359,,20222,101857,5.036939966,
2019Q1,,S08000024,,S12000036,,All Inpatients and Day cases,d,26926,89055,3.307398054,,19607,95870,4.889580252,
2019Q2,,S08000024,,S12000036,,All Inpatients and Day cases,d,28058,88365,3.149369164,,20340,92488,4.547099312,
2019Q3,,S08000024,,S12000036,,All Inpatients and Day cases,d,27684,87706,3.168111545,,19783,89740,4.536217965,
2019Q4,,S08000024,,S12000036,,All Inpatients and Day cases,d,27695,88873,3.208990793,,19666,92404,4.698667751,
2020Q1,,S08000024,,S12000036,,All Inpatients and Day cases,d,25886,94638,3.655953025,,17996,97182,5.400200044,
2020Q2,,S08000024,,S12000036,,All Inpatients and Day cases,d,19512,59636,3.056375564,,12140,64391,5.304036244,
2020Q3,,S08000024,,S12000036,,All Inpatients and Day cases,d,23664,69274,2.92740027,,15814,69809,4.414379664,
2020Q4,,S08000024,,S12000036,,All Inpatients and Day cases,d,24736,78692,3.181274256,,16700,78303,4.688802395,
2021Q1,,S08000024,,S12000036,,All Inpatients and Day cases,d,23888,80574,3.372990623,,16171,79992,4.946632861,
2021Q2,,S08000024,,S12000036,,All Inpatients and Day cases,d,25378,79271,3.123611002,,17304,78135,4.515429958,
2021Q3,,S08000024,,S12000036,,All Inpatients and Day cases,d,25084,81640,3.254664328,,16764,79189,4.723753281,
2021Q4,,S08000024,,S12000036,,All Inpatients and Day cases,d,24401,84026,3.443547396,,16326,84744,5.190738699,
2022Q1,,S08000024,,S12000036,,All Inpatients and Day cases,d,24213,87433,3.610994094,,16494,85159,5.16302898,
2022Q2,,S08000024,,S12000036,,All Inpatients and Day cases,d,24711,84987,3.439237586,,16700,84771,5.076107784,
2022Q3,p,S08000024,,S12000036,,All Inpatients and Day cases,d,25291,87115,3.444505951,,17057,88301,5.176818901,
2017Q3,,S08000024,,S12000019,,All Inpatients and Day cases,d,5716,16852,2.948215535,,4208,16839,4.001663498,
2017Q4,,S08000024,,S12000019,,All Inpatients and Day cases,d,5820,17956,3.085223368,,4298,17617,4.098883201,
2018Q1,,S08000024,,S12000019,,All Inpatients and Day cases,d,6082,18173,2.987997369,,4300,18297,4.255116279,
2018Q2,,S08000024,,S12000019,,All Inpatients and Day cases,d,5778,17960,3.108341987,,4204,17297,4.114414843,
2018Q3,,S08000024,,S12000019,,All Inpatients and Day cases,d,5734,17109,2.983780956,,4194,17485,4.169051025,
2018Q4,,S08000024,,S12000019,,All Inpatients and Day cases,d,5942,16708,2.811847863,,4336,16674,3.845479705,
2019Q1,,S08000024,,S12000019,,All Inpatients and Day cases,d,6003,16924,2.819257038,,4338,16282,3.753342554,
2019Q2,,S08000024,,S12000019,,All Inpatients and Day cases,d,6314,18007,2.851916376,,4476,18038,4.029937444,
2019Q3,,S08000024,,S12000019,,All Inpatients and Day cases,d,6062,15832,2.611679314,,4418,16219,3.671118153,
2019Q4,,S08000024,,S12000019,,All Inpatients and Day cases,d,5996,17211,2.870413609,,4283,16373,3.822787766,
2020Q1,,S08000024,,S12000019,,All Inpatients and Day cases,d,5587,17333,3.102380526,,3929,17936,4.56502927,
2020Q2,,S08000024,,S12000019,,All Inpatients and Day cases,d,3962,11741,2.963402322,,2455,11315,4.608961303,
2020Q3,,S08000024,,S12000019,,All Inpatients and Day cases,d,4888,14346,2.934942717,,3301,14994,4.542259921,
2020Q4,,S08000024,,S12000019,,All Inpatients and Day cases,d,5106,15768,3.08813161,,3376,15455,4.577902844,
2021Q1,,S08000024,,S12000019,,All Inpatients and Day cases,d,5157,15668,3.038200504,,3492,15315,4.385738832,
2021Q2,,S08000024,,S12000019,,All Inpatients and Day cases,d,5823,15389,2.64279581,,4052,15338,3.785291214,
2021Q3,,S08000024,,S12000019,,All Inpatients and Day cases,d,5504,14986,2.722747093,,3646,14605,4.005759737,
2021Q4,,S08000024,,S12000019,,All Inpatients and Day cases,d,5175,15135,2.924637681,,3513,15291,4.352690009,
2022Q1,,S08000024,,S12000019,,All Inpatients and Day cases,d,5316,15685,2.950526712,,3602,15356,4.263187118,
2022Q2,,S08000024,,S12000019,,All Inpatients and Day cases,d,5090,15725,3.089390963,,3362,15350,4.565734682,
2022Q3,p,S08000024,,S12000019,,All Inpatients and Day cases,d,5125,15416,3.008,,3498,15708,4.490566038,
2017Q3,,S08000024,,S08000024,d,All Inpatients and Day cases,d,48533,156956,3.234005728,,35989,156981,4.361916141,
2017Q4,,S08000024,,S08000024,d,All Inpatients and Day cases,d,49501,160106,3.234399305,,36355,166172,4.570815569,
2018Q1,,S08000024,,S08000024,d,All Inpatients and Day cases,d,48651,159108,3.270395264,,35277,164251,4.656036511,
2018Q2,,S08000024,,S08000024,d,All Inpatients and Day cases,d,48651,158567,3.259275246,,36369,161717,4.446561632,
2018Q3,,S08000024,,S08000024,d,All Inpatients and Day cases,d,48252,154078,3.193194064,,36056,159676,4.42855558,
2018Q4,,S08000024,,S08000024,d,All Inpatients and Day cases,d,49874,161900,3.246180375,,36966,168226,4.550830493,
2019Q1,,S08000024,,S08000024,d,All Inpatients and Day cases,d,49660,155763,3.136588804,,36421,160908,4.418000604,
2019Q2,,S08000024,,S08000024,d,All Inpatients and Day cases,d,51803,157876,3.047622725,,37752,162155,4.295269125,
2019Q3,,S08000024,,S08000024,d,All Inpatients and Day cases,d,50949,153471,3.012247542,,36934,153493,4.155872638,
2019Q4,,S08000024,,S08000024,d,All Inpatients and Day cases,d,51308,155297,3.026759959,,36797,156559,4.2546675,
2020Q1,,S08000024,,S08000024,d,All Inpatients and Day cases,d,48649,164281,3.376862834,,34308,166702,4.858983328,
2020Q2,,S08000024,,S08000024,d,All Inpatients and Day cases,d,36063,103630,2.873582342,,22848,108089,4.730786064,
2020Q3,,S08000024,,S08000024,d,All Inpatients and Day cases,d,44786,125634,2.805206984,,30002,124390,4.14605693,
2020Q4,,S08000024,,S08000024,d,All Inpatients and Day cases,d,46109,140361,3.044112863,,31179,138879,4.454248052,
2021Q1,,S08000024,,S08000024,d,All Inpatients and Day cases,d,45599,141545,3.10412509,,31290,141573,4.524544583,
2021Q2,,S08000024,,S08000024,d,All Inpatients and Day cases,d,49317,140570,2.850335584,,34094,138178,4.052853875,
2021Q3,,S08000024,,S08000024,d,All Inpatients and Day cases,d,48188,144762,3.004108907,,32949,141157,4.284105739,
2021Q4,,S08000024,,S08000024,d,All Inpatients and Day cases,d,46396,151784,3.271488921,,31820,150277,4.722721559,
2022Q1,,S08000024,,S08000024,d,All Inpatients and Day cases,d,46380,151566,3.267917206,,31961,147702,4.621319733,
2022Q2,,S08000024,,S08000024,d,All Inpatients and Day cases,d,47499,151573,3.191077707,,32527,153082,4.706305531,
2022Q3,p,S08000024,,S08000024,d,All Inpatients and Day cases,d,47836,154724,3.234467765,,33088,158281,4.783637573,
2017Q3,,S08000024,,S12000040,,All Inpatients and Day cases,d,10000,27534,2.7534,,7611,26826,3.524635396,
2017Q4,,S08000024,,S12000040,,All Inpatients and Day cases,d,10219,29686,2.904980918,,7605,28796,3.786456279,
2018Q1,,S08000024,,S12000040,,All Inpatients and Day cases,d,10227,30382,2.970763665,,7517,28948,3.85100439,
2018Q2,,S08000024,,S12000040,,All Inpatients and Day cases,d,10096,29749,2.94661252,,7517,28230,3.755487562,
2018Q3,,S08000024,,S12000040,,All Inpatients and Day cases,d,10106,27885,2.75925193,,7640,26879,3.518193717,
2018Q4,,S08000024,,S12000040,,All Inpatients and Day cases,d,10463,31387,2.99980885,,7799,30610,3.924862162,
2019Q1,,S08000024,,S12000040,,All Inpatients and Day cases,d,10074,28980,2.876712329,,7598,27478,3.616478021,
2019Q2,,S08000024,,S12000040,,All Inpatients and Day cases,d,10857,29394,2.707377729,,8118,28559,3.517984725,
2019Q3,,S08000024,,S12000040,,All Inpatients and Day cases,d,10670,30430,2.851921275,,8016,29245,3.648328343,
2019Q4,,S08000024,,S12000040,,All Inpatients and Day cases,d,10964,29661,2.705308282,,8274,28022,3.386753686,
2020Q1,,S08000024,,S12000040,,All Inpatients and Day cases,d,11070,32290,2.916892502,,8149,32294,3.962940238,
2020Q2,,S08000024,,S12000040,,All Inpatients and Day cases,d,8266,18495,2.237478829,,5493,18286,3.328964136,
2020Q3,,S08000024,,S12000040,,All Inpatients and Day cases,d,10505,24533,2.335364112,,7098,23693,3.33798253,
2020Q4,,S08000024,,S12000040,,All Inpatients and Day cases,d,10501,25463,2.424816684,,7356,24147,3.282626427,
2021Q1,,S08000024,,S12000040,,All Inpatients and Day cases,d,10772,25348,2.353137765,,7814,25319,3.24020988,
2021Q2,,S08000024,,S12000040,,All Inpatients and Day cases,d,11726,26148,2.229916425,,8457,25714,3.040558118,
2021Q3,,S08000024,,S12000040,,All Inpatients and Day cases,d,11258,26337,2.339403091,,8347,25126,3.010183299,
2021Q4,,S08000024,,S12000040,,All Inpatients and Day cases,d,10777,27620,2.562865361,,7922,27431,3.462635698,
2022Q1,,S08000024,,S12000040,,All Inpatients and Day cases,d,10760,26974,2.506877323,,7767,26405,3.3996395,
2022Q2,,S08000024,,S12000040,,All Inpatients and Day cases,d,11315,27532,2.433230225,,8158,27443,3.36393724,
2022Q3,p,S08000024,,S12000040,,All Inpatients and Day cases,d,10903,29156,2.674126387,,8116,29578,3.644406111,
2017Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1205,3227,2.678008299,,1034,3208,3.102514507,
2017Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1426,3976,2.788218794,,1172,4370,3.728668942,
2018Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1399,3554,2.54038599,,1203,3448,2.866167914,
2018Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1441,3624,2.514920194,,1186,3661,3.086846543,
2018Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1481,4149,2.801485483,,1254,4280,3.41307815,
2018Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1588,4045,2.547229219,,1299,3859,2.970746728,
2019Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1535,4097,2.669055375,,1283,3985,3.106001559,
2019Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1551,4281,2.760154739,,1266,4573,3.612164297,
2019Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1569,3521,2.244104525,,1408,3555,2.524857955,
2019Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1623,3960,2.439926063,,1427,3947,2.765942537,
2020Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1464,4086,2.790983607,,1292,4139,3.203560372,
2020Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,975,2998,3.074871795,,820,3070,3.743902439,
2020Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1377,3333,2.420479303,,1183,3282,2.77430262,
2020Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1398,3713,2.655937053,,1243,3525,2.835880933,
2021Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1404,3422,2.437321937,,1202,3415,2.84109817,
2021Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1513,4474,2.957038995,,1292,4536,3.510835913,
2021Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1593,4135,2.595731325,,1384,4078,2.946531792,
2021Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1608,4340,2.699004975,,1387,4103,2.958183129,
2022Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1580,4082,2.583544304,,1402,4123,2.940798859,
2022Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1557,4452,2.859344894,,1406,5001,3.556899004,
2022Q3,p,S08000025,,S08000025,d,All Inpatients and Day cases,d,1391,4191,3.012940331,,1246,4127,3.312199037,
2017Q3,,S08000025,,S12000023,,All Inpatients and Day cases,d,1205,3227,2.678008299,,1034,3208,3.102514507,
2017Q4,,S08000025,,S12000023,,All Inpatients and Day cases,d,1426,3976,2.788218794,,1172,4370,3.728668942,
2018Q1,,S08000025,,S12000023,,All Inpatients and Day cases,d,1399,3554,2.54038599,,1203,3448,2.866167914,
2018Q2,,S08000025,,S12000023,,All Inpatients and Day cases,d,1441,3624,2.514920194,,1186,3661,3.086846543,
2018Q3,,S08000025,,S12000023,,All Inpatients and Day cases,d,1481,4149,2.801485483,,1254,4280,3.41307815,
2018Q4,,S08000025,,S12000023,,All Inpatients and Day cases,d,1588,4045,2.547229219,,1299,3859,2.970746728,
2019Q1,,S08000025,,S12000023,,All Inpatients and Day cases,d,1535,4097,2.669055375,,1283,3985,3.106001559,
2019Q2,,S08000025,,S12000023,,All Inpatients and Day cases,d,1551,4281,2.760154739,,1266,4573,3.612164297,
2019Q3,,S08000025,,S12000023,,All Inpatients and Day cases,d,1569,3521,2.244104525,,1408,3555,2.524857955,
2019Q4,,S08000025,,S12000023,,All Inpatients and Day cases,d,1623,3960,2.439926063,,1427,3947,2.765942537,
2020Q1,,S08000025,,S12000023,,All Inpatients and Day cases,d,1464,4086,2.790983607,,1292,4139,3.203560372,
2020Q2,,S08000025,,S12000023,,All Inpatients and Day cases,d,975,2998,3.074871795,,820,3070,3.743902439,
2020Q3,,S08000025,,S12000023,,All Inpatients and Day cases,d,1377,3333,2.420479303,,1183,3282,2.77430262,
2020Q4,,S08000025,,S12000023,,All Inpatients and Day cases,d,1398,3713,2.655937053,,1243,3525,2.835880933,
2021Q1,,S08000025,,S12000023,,All Inpatients and Day cases,d,1404,3422,2.437321937,,1202,3415,2.84109817,
2021Q2,,S08000025,,S12000023,,All Inpatients and Day cases,d,1513,4474,2.957038995,,1292,4536,3.510835913,
2021Q3,,S08000025,,S12000023,,All Inpatients and Day cases,d,1593,4135,2.595731325,,1384,4078,2.946531792,
2021Q4,,S08000025,,S12000023,,All Inpatients and Day cases,d,1608,4340,2.699004975,,1387,4103,2.958183129,
2022Q1,,S08000025,,S12000023,,All Inpatients and Day cases,d,1580,4082,2.583544304,,1402,4123,2.940798859,
2022Q2,,S08000025,,S12000023,,All Inpatients and Day cases,d,1557,4452,2.859344894,,1406,5001,3.556899004,
2022Q3,p,S08000025,,S12000023,,All Inpatients and Day cases,d,1391,4191,3.012940331,,1246,4127,3.312199037,
2017Q3,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1506,3163,2.100265604,,1353,3372,2.492239468,
2017Q4,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1594,3860,2.421580928,,1416,3801,2.684322034,
2018Q1,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1419,3270,2.304439746,,1277,3499,2.740015662,
2018Q2,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1565,3538,2.260702875,,1390,3492,2.512230216,
2018Q3,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1486,3418,2.30013459,,1336,3355,2.511227545,
2018Q4,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1538,3594,2.33680104,,1394,3713,2.663558106,
2019Q1,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1502,3387,2.254993342,,1341,3315,2.472035794,
2019Q2,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1521,3500,2.301117686,,1367,3480,2.545720556,
2019Q3,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1435,3819,2.661324042,,1280,3823,2.98671875,
2019Q4,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1491,3647,2.44600939,,1317,3724,2.827638573,
2020Q1,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1358,3309,2.436671576,,1207,3368,2.790389395,
2020Q2,,S08000026,,S08000026,d,All Inpatients and Day cases,d,663,1890,2.850678733,,536,1923,3.587686567,
2020Q3,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1048,2916,2.782442748,,901,2890,3.20754717,
2020Q4,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1051,2711,2.579448145,,909,2778,3.056105611,
2021Q1,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1106,2597,2.348101266,,940,2494,2.653191489,
2021Q2,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1220,3039,2.490983607,,1063,3218,3.027281279,
2021Q3,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1182,3258,2.756345178,,987,3046,3.086119554,
2021Q4,,S08000026,,S08000026,d,All Inpatients and Day cases,d,1195,2938,2.458577406,,1067,3275,3.069353327,
